CustomerID,Recency,Frequency,Monetary,AOV,Future_LTV,Log_Future_LTV,Tenure,Predicted_LTV,Segment
12346.0,235,1,77183.6,77183.6,0.0,0.0,0,37.03118999081511,Medium Value
12347.0,39,5,2790.86,558.172,1519.14,7.326557714862051,237,884.5308432756274,High Value
12348.0,158,3,1487.24,495.74666666666667,310.0,5.739792912179234,109,192.2983773155108,High Value
12350.0,219,1,334.4,334.4,0.0,0.0,0,0.13969467064166796,Low Value
12352.0,171,5,1561.81,312.36199999999997,944.23,6.851428284123502,34,367.95745213733125,High Value
12353.0,113,1,89.0,89.0,0.0,0.0,0,0.8295161795736852,Low Value
12354.0,141,1,1079.4,1079.4,0.0,0.0,0,1.5037813842534482,Low Value
12355.0,123,1,459.4,459.4,0.0,0.0,0,1.8009630014640479,Low Value
12356.0,155,2,2753.08,1376.54,58.349999999999994,4.083452121055677,80,92.94224390793177,Medium Value
12358.0,60,1,484.86,484.86,683.2,6.528250272543504,0,193.86082760529814,High Value
12359.0,99,3,3495.73,1165.2433333333333,2814.3,7.942824106831463,141,1376.9363159404836,High Value
12360.0,22,2,1618.28,809.14,1043.78,6.9515616159193465,88,506.93155959157485,High Value
12361.0,196,1,189.9,189.9,0.0,0.0,0,5.924704364776353,Medium Value
12362.0,29,4,1747.35,436.8375,3478.88,8.154753089415355,175,1201.264172223523,High Value
12363.0,19,2,552.0,276.0,0.0,0.0,132,28.829691842591533,Medium Value
12364.0,21,1,623.92,623.92,689.18,6.536952433135974,0,68.75539501379806,Medium Value
12365.0,200,2,641.38,320.69,0.0,0.0,0,0.6222363098641235,Low Value
12370.0,183,3,2802.66,934.2199999999999,739.28,6.6070284930095475,85,136.91199995606658,Medium Value
12372.0,122,2,914.9200000000001,457.46000000000004,383.12,5.950955003769772,83,121.45276680576579,Medium Value
12373.0,220,1,364.6,364.6,0.0,0.0,0,0.0,Low Value
12375.0,7,1,230.3,230.3,227.20000000000002,5.430222437427975,0,137.1104625697072,Medium Value
12377.0,224,2,1628.12,814.06,0.0,0.0,39,2.090953555343358,Low Value
12378.0,39,1,4008.62,4008.62,0.0,0.0,0,2.9548573609407818,Low Value
12379.0,79,1,459.84,459.84,392.40000000000003,5.974826905954958,0,88.82762999507234,Medium Value
12380.0,95,1,607.5500000000001,607.5500000000001,2117.26,7.658350275945514,0,332.60778988635326,High Value
12381.0,29,1,1268.74,1268.74,576.57,6.358829647171565,0,14.729199107944037,Medium Value
12383.0,94,5,1850.56,370.11199999999997,0.0,0.0,167,738.4730968707482,High Value
12384.0,31,1,292.69,292.69,292.58,5.682150174529087,0,95.29581761224725,Medium Value
12386.0,247,2,401.9,200.95,0.0,0.0,29,2.3874209326215072,Low Value
12388.0,57,4,1668.3400000000001,417.08500000000004,1112.3200000000002,7.015101821183019,178,349.51445969698005,High Value
12393.0,155,3,1061.1000000000001,353.70000000000005,521.5,6.258624983838966,86,41.65338343653447,Medium Value
12394.0,126,1,381.08,381.08,891.4,6.793914462558377,0,11.087126501830902,Medium Value
12395.0,21,8,1899.57,237.44625,1119.06,7.021137534282814,258,469.3039459690743,High Value
12397.0,44,1,1214.81,1214.81,1195.09,7.086813182515495,0,5.821211480547064,Medium Value
12399.0,28,4,1108.65,277.1625,0.0,0.0,142,3.965016670779451,Low Value
12401.0,212,1,84.3,84.3,0.0,0.0,0,0.0,Low Value
12402.0,232,1,225.6,225.6,0.0,0.0,0,0.41910126280133264,Low Value
12405.0,58,1,1710.39,1710.39,0.0,0.0,0,0.9910704270700998,Low Value
12406.0,93,1,1621.25,1621.25,1794.05,7.492788155687635,0,1082.3394058818383,High Value
12407.0,43,4,1407.3600000000001,351.84000000000003,300.76,5.709631999445093,130,255.8918157163277,High Value
12408.0,8,4,2134.0499999999997,533.5124999999999,754.5,6.627379781712794,161,521.8453489060774,High Value
12409.0,92,1,6207.08,6207.08,4865.59,8.490148765479574,0,201.92659275488535,High Value
12410.0,218,2,693.3299999999999,346.66499999999996,0.0,0.0,0,1.1235477240909995,Low Value
12412.0,47,2,890.74,445.37,336.14,5.820498274352162,31,198.33338069920046,High Value
12413.0,145,2,563.9,281.95,194.20000000000002,5.274024673978992,100,62.44235379318297,Medium Value
12414.0,126,3,562.41,187.47,0.0,0.0,93,49.52563434330779,Medium Value
12415.0,8,15,102087.88,6805.858666666667,22826.649999999998,10.035727799490699,238,23111.64435928937,High Value
12417.0,16,7,2816.52,402.36,832.58,6.725729678388825,250,959.2181776458218,High Value
12418.0,22,1,668.58,668.58,0.0,0.0,0,8.067874727867308,Medium Value
12421.0,24,3,628.56,209.51999999999998,178.48,5.190063781107782,204,68.23105022152079,Medium Value
12422.0,5,3,803.5600000000001,267.85333333333335,0.0,0.0,229,3.5299207890587185,Low Value
12423.0,10,7,1650.67,235.81,208.64000000000001,5.345391773933965,252,509.40758452827725,High Value
12424.0,72,2,1760.96,880.48,0.0,0.0,0,75.58432245762954,Medium Value
12426.0,104,1,582.73,582.73,0.0,0.0,0,1.7775032387966379,Low Value
12427.0,281,1,303.5,303.5,522.3,6.260154913378162,0,192.21123522798914,High Value
12428.0,29,8,7548.12,943.515,408.34000000000003,6.014546106551303,163,546.1596338235389,High Value
12429.0,82,3,2844.88,948.2933333333334,905.52,6.8096130928307295,193,468.74839221315574,High Value
12431.0,28,11,4807.07,437.00636363636363,1612.88,7.386396496623458,254,1394.754766738947,High Value
12432.0,79,3,4016.66,1338.8866666666665,1042.66,6.950489044902347,1,44.95947606902572,Medium Value
12433.0,275,2,3787.12,1893.56,9588.75,9.168450098715997,7,964.9241234422998,High Value
12434.0,169,1,286.25,286.25,519.89,6.255538887024156,0,54.42541660607452,Medium Value
12435.0,177,1,3978.9900000000002,3978.9900000000002,3850.9,8.256321812041056,0,390.0732743166605,High Value
12436.0,9,1,509.01,509.01,0.0,0.0,0,2.1572155326085727,Low Value
12437.0,7,11,2811.41,255.58272727272725,2140.0,7.669028288589683,232,861.3572433043089,High Value
12438.0,49,1,890.0699999999999,890.0699999999999,2016.78,7.609753176140044,0,277.6156603523179,High Value
12441.0,276,1,173.55,173.55,0.0,0.0,0,0.8042510511078882,Low Value
12444.0,31,2,2627.27,1313.635,2378.19,7.774515372603581,49,833.8772288896427,High Value
12447.0,152,1,476.49,476.49,0.0,0.0,0,3.4075328512767724,Low Value
12449.0,1,3,2724.58,908.1933333333333,1342.71,7.203189723991054,95,540.3922280525272,High Value
12450.0,65,2,197.88,98.94,0.0,0.0,17,1.4603406177839489,Low Value
12451.0,127,2,5307.82,2653.91,3727.7,8.223814926419575,106,76.34443406171677,Medium Value
12453.0,43,1,707.09,707.09,0.0,0.0,0,3.66572253725281,Low Value
12455.0,37,5,2176.36,435.27200000000005,290.5,5.675040005790547,169,291.57164599329445,High Value
12456.0,40,2,2265.4,1132.7,915.64,6.8207148106602675,123,28.89947656004557,Medium Value
